entity_id,entity_label,relation_id,Question
Q323318,Dark Shadows,P495,what country released the film  dark shadows
Q4656899,A G Noorani,P106,What is abdul gafoor abdul majeed noorani profession
Q2778287,Kenpachiro Satsuma,P19,what is the place of birth for kenpachiro satsuma
Q15026297,Bernhardt J Hurwood,P19,which city was bernhardt j hurwood born
Q7620969,Straight Place and Show,P495,which country is straight place and show filmed in
Q2274684,Magical Emi the Magic Star,P495,what is magical emi the magic star  country of origin
Q133290,Syzygium,P171,what is the higher classification of syzygium
Q2075654,Peter Hermes,P19,what city in germany was peter hermes  born
Q3998582,Triassic Attack,P364,what language is the film triassic attack in
Q4041835,Jerry Diary,P162,who is the producer in the film jerrys diary
Q5305367,Dragonfly: NASA and the Crisis Aboard Mir,P50,who authored dragonfly: nasa and the crisis aboard mir
Q66276,Kurt Held,P27,which country is kurt held from 
Q130232,drama film,R136,What is the title of a film in the drama genre
Q732055,Steve Khan,R40,Who is the father of steve khan
Q5350027,Eithne FitzGerald,P21,What is eithne fitzgerald gender
Q1627190,Stars,P136,What kind of music is the album stars
Q5069958,Champion,P495,which country was champion filmed in
Q5078665,Charles H Wacker,P19,which state was charles h wacker born in
Q1584499,Aaron Miles,P106,what is aaron miles (basketball) profession 
Q843193,Once in a LIVEtime,P136,what genre is once in a livetime
Q7381160,Russ Johnson,P106,What is russ johnson profession
Q1213291,Die Hard Arcade,P178,What company developed die hard arcade
Q3915426,Mo Cowan,P19,What is the place of birth of mo cowan
Q980587,William W Campbell,P106,What is william w campbell profession
Q3528195,Bob Appleyard,P21,what is bob appleyard gender
Q2574056,King Arthur & the Knights of Justice,P495,what is the country of origin of king arthur & the knights of justice
Q16962080,Do You Be,P175,Who is the artist who made the album do you be
Q180598,The Smiths,P136,what type of music does the smiths make 
Q7613085,Steve Kuczek,P21,What is the gender of steve kuczek
Q1663,Split,R19,who was born in split croatia
Q942938,Dexter Morgan,P21,what is the gender of dexter morgan
Q11565,1022 Olympiada,P196,What type of asteroid group is 1022 olympiada a part of
Q2366201,Gil Courtemanche,P19,which canadian city was gil courtemanche born in
Q554063,Lola und Bilidikid,P364,is lola and billy the kid in french or the german language
Q4711637,Alberta Gay,P20,where did  alberta gay die
Q5240888,David Waxman,P264,what is the label that david waxman is signed under
Q2006809,Wounded Land,P136,which genre of music is wounded land
Q37084,John VI Kantakouzenos,P20,Where did john vi kantakouzenos die
Q1100454,Clemson-class destroyer,R289,What a ship that classified as a clemson-class destroyer
Q547137,Latin pop,R136,Who is an artist of latin pop
Q1018317,Fairborn,R19,Who was born in fairborn ohio
Q8042851,Xak I & II,P404,what the main gameplay mode of xak i & ii
Q71,Geneva,R19,Name somebody who was born in geneva
Q3902719,Pie-Eyed,P136,What kind of film is pie-eyed
Q1689567,Roberto Meddi,P19,roberto meddi  was born in what Italian city
Q1144342,Union Progress and Democracy,P1142,where on the political spectrum does union progress and democracy fall
Q6706826,Luis Fernandes,P413,what position does luis pablo Alves fernandez play 
Q459773,Broughty Ferry,R19,who was born in broughty ferry
Q13471372,Moebius,P364,What language is spoken in the Moebius movie
Q3153950,Invitation au voyage,P136,what kind of film is invitation au voyage
Q2020094,La Reine Margot,P50,who wrote la reine margot
Q961244,William Wells Brown,P20,in what English city did william wells brown die 
Q75684,SC Braga,P641,What sport does sc braga play
Q3224994,My Wife Relations,P162,Who produced my wifes relations
Q222939,Jumanji,P86,who provided music for the film jumanji
Q455780,Harry Turtledove,R50,What is a work written by harry turtledove
Q23114,Lu Xun,P106,What was Lu Xun profession
Q5182175,Crank It Up: The Music Album,P175,who was the artist of the album  crank it up: the music album
Q484179,folk metal,R136,which folk metal album was released in finland
Q1586582,Harry J Collins,P607,in what conflict did harry j collins participate in
Q1586565,Harry Hillel Wellington,P20,where in new york did harry h wellington die
Q5204233,DAG,P495,where is dag from 
Q1048902,pitcher,R413,who is a baseball pitcher
Q93788,Max Fleischer,P509,what did max fleischer die from
Q3280437,I Don't Want to Go Back Alone,P364,What is the language of the film i dont want to go back alone
Q2306091,sociologist,R106,Who is a sociologist
Q188111,Ayumi Hamasaki,R175,What is the title of an album by ayumi hamasaki
Q1740716,Khushwant Singh,P106,What is the profession of khushwant singh
Q44858,Bernd Holzenbein,P413,What position does bernd holzenbein play
Q4700974,Akiko Matsuura,P136,what types of music is played by akiko matsuura
Q51549,Jacques Tati,R57,What film was directed by jacques tati
Q201330,goalkeeper,R413,Who is an athlete that plays the position of goalkeeper
Q27477,Jayapura Regency,P131,jayapura regency is apart of what province in Indonesia
Q90636,Tony D,P19,what germany city was  tony d born
Q4886456,Ben Shephard,P21,what is the gender of ben shephard
Q266445,Peggy Wood,P19,what is peggy wood place of birth
Q365963,George Martin,P21,What is george martin gender
Q4008609,Vanna Brosio,P19,in which italian city is vanna brosio from
Q157443,comedy film,R136,what title is a type of comedies netflix genre
Q1064863,Charles Coles,P19,where was charles coles born 
Q1404361,Shirley Valentine,P58,Who wrote the story of the film shirley valentine
Q1171084,Das einfache Madchen,P364,The primary language was das einfache madchen was what
Q5543069,George Ovey,P20,Where did george ovey die
Q1908683,McDonaldsville Township,P421,which time zones is mcdonaldsville township located in
Q336286,defender,R413,who is a defender and a manager in soccer
Q2405480,voice actor,R106,name a professional voice actor
Q5971417,II & III,P136,What is ii & iii classified as
Q6171982,Jeanine Pirro,P27,what nation was jeanine pirro born
Q4266654,Yelena Shevchenko,P19,yelena shevchenko was born in this Russian city
Q16197326,Paul Tough,P19,where was  paul tough born
Q877524,hanged drawn quartered and decapitated,R509,Who is some that has been killed by hanged drawn and quartered
Q138582,1384 Kniertje,P397,what does 1384 kniertje orbit
Q327303,Jiri Marek,P106,What is the profession of jiri marek
Q318505,Pierre Amine Gemayel,R40,Who is the father of pierre amine gemayel
Q1925695,Return from Witch Mountain,P495,What country was return from witch mountain shot in
Q16956255,The Yes Men,P136,what type of netflix title is the yes men
Q3333749,Metisse,P364,What language is the film cafe au lait in
Q30961,billfish,R171,what is the lower classification of a marlin
Q304029,The Black Hole,P344,who was the cinematographer for the black hole
Q753494,Doggystyle,P136,What is the musical format of the album doggystyle
Q6184154,Jerry Narron,P413,what baseball position does jerry narron play
Q49418,Rudolf Nebel,P21,is rudolf nebel male or female
Q6183531,Jerry E Patterson,P106,What does Jerry e patterson do for a living
Q5216336,Daniel A Pedersen,P21,What gender is daniel a pedersen
Q1653167,Willem Eduard Bok,P20,where did willem eduard bok pass away
Q5088752,Che Chi Man,P413,which position does chi man che play in soccer
Q1317219,Suzuka Morita,P19,where was suzuka morita born
Q5360204,Eli Degibri,P136,what kind of music does eli degibri play
Q4714505,Alejandro Ciangherotti II,P20,what city did alejandro ciangherotti ii pass away
Q54105,Aritz Aduriz,P413,which position does aritz aduriz play 
Q708844,Tsai Chih-chung,P19,Where was tsai chih chung born
Q1579807,Mr Roboto,P676,who did the lyrics for mr roboto 
Q4316232,Tender Age,P162,what russian woman produced the film tender age
Q11366,alternative rock,R136,Who are alternative rock artists
Q2422852,Shut Up,P175,What artist produced the album shut up
Q310188,Norman Schwarzkopf Jr,P20,what city and state did norman schwarzkopf jr pass away in
Q6607,guitar,R1303,Who plays guitar
Q683503,Paul Kozlicek,P27,what is paul kozlicek nationality
Q676928,Light Sleeper,P136,what genre was the film light sleeper
Q12438,newton,P138,who was the newton (unit) named after
Q5132691,Cliff Markle,P19,where was cliff markle born
Q3207891,Crown of Slaves,P50,who wrote crown of slaves
Q241085,Bugsy,P58,who wrote bugsy the film
Q753110,songwriter,R106,Name a professional songwriter
Q19288963,Ordered to Love,P136,What kind of movie is the ordered to love
Q5524657,Gary Barnidge,P413,what position does football player gary barnidge play 
Q18612947,Taslima Akhter,P27,what is taslima akhter nationality
Q2939823,Carol M Bundy,P509,why did carol m bundy die
Q4661256,Aahaa Enna Porutham,P364,which language is primarily used in aahaa enna porutham
Q5375873,End of the Line,P136,what is the genre of end of the line
Q130232,drama film,R136,what film is considered a drama movie
Q902881,Fishbone,R86,what film did fishbone contribute music to
Q1069615,Chad Billingsley,P413,what position does chad billingsley play 
Q3540315,Troop,P136,Which genre of music does trooprbband perform
Q16246297,Ultimate Blue,P175,what artist made the album ultimate blue
Q1942443,Vista West,P131,Which county is vista west located in
Q887226,Thomas Arnold,P20,where did thomas arnold die
Q1094926,Jose Ron,P19,where was jose ron born
Q9687,traffic collision,R509,what american swimmer died in a car accident
Q558786,(6303) 1989 EL2,P196,What is (6303) 1989 el2
Q6581097,male,R21,which character is of the male gender
Q6709631,Lyon Gardiner Tyler,R40,who is the father of lyon gardiner tyler
Q6317633,Justin Grennan,P21,What is justin grennan gender
Q2473579,13240 Thouvay,P196,which asteroid group does 13240 thouvay belong to
Q694550,Gettysburg,P131,what county is gettysburg from
Q958168,Rasoul Khatibi,P27,What is the nationality of rasoul khatibi
Q5575976,God Went Surfing with the Devil,P136,What type of film is the god went surfing with the devil
Q3553614,Valentin Yudashkin,P21,What is valentin yudashkin gender
Q3705319,Demo Morselli,P27,what country does demo morselli come from 
Q1951109,Greatest Hits '93-'03,P136,what kind of music is greatest hits '93-'03
Q6513702,Lee Goodwin,P413,what position does lee goodwin play in soccer
Q7834661,Transmit Failure,P175,who is the artist on transmit failure
Q575806,Lawrence Gordon,R162,Name a film produced by lawrence gordon (producer)
Q205049,world music,R136,who is a famous world music group
Q7773792,The Way I Am,P136,is the way i am soul music is dance music
Q7728110,The Crisis,P136,what type of film is the crisis
Q7462294,Shahrum Kashani,P21,what gender is shahrum kashani 
Q339196,Kenneth Cook,P106,what is kenneth cook profession
Q3546940,Kenny Irwin,P20,where did kenny irwin jr pass away
Q2638825,Shinobi III: Return of the Ninja Master,P123,Who is the publisher behind shinobi iii: return of the ninja master
Q1963,Khartoum,R19,Who was born in khartoum
Q505138,Andrew Hill,P106,what is andrew hill profession
Q580463,The Tale of Peter Rabbit,P156,what is the story after the tale of peter rabbit
Q1339989,The Haunted,P136,what kind of music is the haunted known for
Q6848298,Mike Palagyi,P413,What position does mike palagyi play in baseball
Q5665626,Harrison Greene,P19,where in oregon was harrison greene born
Q617450,Montserrat Lombard,P27,what is montserrat lombard nationality
Q1353606,Erich von Neusser,P20,where did erich von neusser die
Q111280,Chambers County,P138,who was chambers county named after
Q1565745,Shakti,P136,what music is shakti known for
Q6895420,Supaksorn Chaimongkol,P21,what gender is supaksorn chaimongkol
Q4199515,Adolf Ilyin,P20,Where did adolf ilyin die
Q5698824,Heidi Berry,P19,what city is heidi berry from
Q202714,The Piper at the Gates of Dawn,P136,what genre of music is the piper at the gates of dawn
Q201330,goalkeeper,R413,who is a football goalkeeper
Q6544801,Life Goes On,P364,what language is spoken in life goes on 
Q3714431,Dosa Junior,P27,what is dosa junior nationality
Q208850,single-player video game,R404,What is a game that uses single-player mode
Q754960,Chillum,P131,What is the name of a county located at chillum
Q6821238,Mesh-29,P136,Which genre is the artist mesh-29 associated with
Q4729982,All in All Azhagu Raja,P364,What language was all in all azhagu raja filmed in
Q107441,Leonid Kantorovich,P172,what is the ethnicity of  leonid kantorovich
Q7605853,Steely Dan,P175,Who produced the album steely dan
Q186363,Gothic Revival,R149,what building features gothic revival architecture 
Q3246576,Tarzan Fight for Life,P364,what is the main language spoken in tarzan fight for life
Q318925,Cambodia national football team,P641,What sport does the cambodia national football team play
Q83326,Bela Bartok,P19,which town was bela bartok born
Q620727,Appeal to Reason,P136,what type of music is the album appeal to reason in
Q3522979,The Texas Sphinx,P136,does the texas sphinx have sound or is it a silent film
Q5491730,Franklin P Backus,P21,what is franklin p backus gender
Q645928,biographical film,R136,what is a biographical film based on the life of King Pedro II
Q574993,Hard Target,P58,who was hard target written by
Q6308054,Julie Brook,P21,what is the gender of julie brook
Q3271890,R Horologii,P31,what is r horologii
Q627021,Wonder Boy III: The Dragon Trap,P136,What kind of game is wonder boy iii: the dragons trap
Q2385009,A Man Escaped,P58,Which man wrote the film titled a man escaped
Q6659076,Living Dolls: The Making of a Child Beauty Queen,P495,What country was the film living dolls: the making of a child beauty queen created in
Q4171992,Adelle Davis,P20,where did adelle davis pass way
Q5442226,Felix Halfon,P19,where is felix halfon birthplace
Q1567345,The Out-of-Towners,P57,who directed the film the out-of-towners
Q12787536,Devin Bronson,P27,what is the nationality of devin bronson
Q7707868,Texas Moon,P136,What type of music is the album texas moon
Q8012096,William Henry Metcalf,P27,what nation is william henry metcalf from
Q7517964,Simmon Latutin,P20,where in somolia did simmon latutin die
Q1190354,10226 Seishika,P61,who discovered 10226 seishika
Q51328,Sayid Jarrah,P21,What is the gender of the fictional character sayid jarrah
Q16019285,James Ashworth,P27,which country is james ashworth from
Q837837,power pop,R136,what artist makes power pop music
Q213739,Heinrich Fuger,P19,where was heinrich fuger born
Q1553934,Howard Sackler,P106,what is the profession of howard sackler
Q6469706,Ladislav Rychman,P20,what was ladislav rychman place of death
Q104775,Karsten Troyke,P21,whats karsten troyke biological gender
Q4908257,Bill Brenzel,P21,What is the gender of bill brenzel
Q509814,Jasmine,P27,What country is jasmine from
Q721897,George Barnes,R344,what film is george barnes the cinematographer
Q724212,Marko Kristal,P27,what nationality is marko kristal
Q580649,Celaya,R19,Who was born in celaya
Q314358,Jeff Lynne,R676,which song did jeff lynne write the lyrics for the electric light orchestra
Q722135,Tom Shadyac,R58,what is a popular film by tom shadyac
Q177220,singer,R106,Name a singer 
Q7727583,The Copper Elephant,P50,who authored the book the copper elephant
Q966207,X-COM: Terror from the Deep,P178,who was the developer for x-com: terror from the deep
Q649789,Sudhir Kakar,P21,what is sudhir kakar gender
Q25989,Central European Time,R421,what village in hungary is in the central european time zone
Q573773,Martin Hollstein,P19,where is martin hollstein originally from
Q826815,Music and Lyrics,P57,who directed music and lyrics
Q505431,Michael Vick,P19,Where was michael vick born
Q2661448,Sholom Dovber Schneersohn,P140,what is the religion of sholom dovber schneersohn
Q1424258,Nashville,P136,what types of movie is nashville
Q1143771,The Guardsman,P162,who produced the film the guardsman
Q7379358,Rumors,P136,What genre of music is rumors
Q3630,Jakarta,R19,Name someone who was born in jakarta
Q1496030,India: Matri Bhumi,P495,what country is india: matri bhumi from
Q16004036,Robert Gibson,P27,which country is robert gibson from 
Q1048902,pitcher,R413,who pitched for the San Diego Padres Montreal Expos and California Angels
Q1357828,Isaac C Kidd,P21,What is isaac c kidd gender
Q7173432,Peter Craig,P27,what is the nationality of peter craig
Q465208,Jhumpa Lahiri,R50,Name a work written by jhumpa lahiri
Q361,World War I,R607,who was involved in world war i
Q1211143,Angela Ashes,P495,what country filmed angelas ashes
Q1180791,The Dead Boys,R175,Name a the dead boys album
Q318584,Thomas Rowlandson,P20,where did thomas rowlandson die
Q280724,Meiko,P136,Which genre of music is made by meiko
Q2311359,X-Men: Reign of Apocalypse,P404,what kind of gameplay mode does x-men: reign of apocalypse have
Q468700,The Fly,P495,what country is the fly from
Q523197,How Do You Know,P136,what types of movie is how do you know
Q7819751,Tommy O'Brien,P413,What baseball position does tommy obrien as
Q4552052,16 Cephei,P31,what category is the celestial object 16 cephei
Q14950996,Lee Robinson,P413,What position does Lee Robinson play
Q192229,County Tyrone,R19,What footballer was born in county tyrone
Q3875865,Niccolo Galli,P20,Where did niccolo galli die
Q6033502,Gunnar Palme,P40,who are the children of gunnar palme
Q276299,Revolutionary Road,P136,what kind of genre does revolutionary road fall under
Q233736,Mya,R175,What an album written by mya
Q3495081,Simba,P57,who directed simba
Q1048902,pitcher,R413,Name a player who plays pitcher in baseball
Q602046,Cogenitor,P58,Who wrote cogenitor
Q4680823,Adarius Bowman,P19,Where was adarius bowman born
Q1354837,Virgil Griffith,P106,What does virgil griffith do for a living
Q6505386,Lay Raksmey,P413,what position does  lay raksmey play
Q541685,William Alwyn,R86,Which film did william alwyn contribute to
Q7719124,The Bong Connection,P364,what language is the bong connection filmed with
Q202404,Giorgos Samaras,P413,what position does georgios samaras play
Q1942249,Back to the Future Part II & III,P404,is back to the future part ii & iii single-player or two-player
Q2978434,Twisted Metal: Black,P136,what type of computer video game genre is  twisted metal: black
Q8003190,Will Wilson,P19,where was will wilson born
Q509812,Viola,P413,which position does viola play in football
Q5534287,Geoff Reece,P21,what gender is geoff reece 
Q7562130,Sonny Werblin,P19,where was sonny werblin brought into the world
Q1072788,Carlos Delgado,P19,in what puerto rican town was carlos delgado born
Q4913778,Bin Laden: The Man Who Declared War on America,P50,who is the author of bin laden: the man who declared war on america
Q183412,EMI,R264,what artists are signed with emi
Q3134025,Herk Harvey,P509,What was the cause of death of herk harvey
Q5002913,Butterfly,P495,what country aired butterfly on television first
Q737225,Esteban March,P19,what part of spain was esteban march born in
Q11242214,Lee Frost,P20,where did lee frost die
Q7342447,Robert Bruce,P20,where in the world did robert bruce die
Q1081953,Tony Mamaluke,P106,This is the profession of athlete tony mamaluke
Q508543,Aerope,P21,what is aerope gender
Q2434081,Tim Jerat,P19,where was tim jerat given birth
Q214221,Lunda Norte Province,P17,what country is lunda norte province located in 
Q3268425,Meav Ni Mhaolchatha,P1303,what instrument does meav ni mhaolchatha play 
Q7418951,Sans plus attendre,P175,who is the artist that is on sans plus attendre
Q6581097,male,R21,Who is a fictional male character
Q7447135,Sekar Ayu Asmara,P27,Which country is sekar ayu asmara from
Q100948,Rachel Carson,P20,where did rachel carson pass away
Q35484,Medina,R19,who is a person born in medina
Q2242395,Windham,P131,which county is windham located in
Q477169,Frank Church,P509,why did frank church die
Q765224,Lyman Underwood Humphrey,P20,where did lyman u humphrey pass away
Q737579,shortnose sturgeon,P171,which classification is shortnose sturgeon
Q311329,Peter Odemwingie,P413,what is peter odemwingies soccer position
Q11366,alternative rock,R136,who is an artist that performs alternative rock
Q1239,Indian Ocean,R276,what event occurred in the indian ocean
Q293176,Molly Bee,P509,how did molly bee die
Q7298263,Ray Watts,P19,which island nation was the birthplace of ray watts
Q33999,actor,R106,Name an actor
Q7956227,WTKE-FM,P1408,where in florida does wtke-fm broadcasts in
Q4943380,Edith Maud Cook,P20,where did edith maud cook die 
Q1781,Budapest,R19,which male actor was born in budapest hungary
Q5238225,David Olliffe,P27,What is the nationality of david olliffe
Q80404,Jan Stenerud,P413,What position did jan stenerud play for the chiefs
Q2995658,Continental a Film Without Guns,P364,what language is featured in continental a film without guns
Q333703,Fakhr al-Din al-Razi,P20,Where did fakhr ad-din ar-razi die
Q2364370,Jennifer Ayache,P19,Where in france was jennifer ayache born
Q652140,Majs,P421,which time zones is majs located in
Q763043,David Thompson,P119,where is david thompson (explorer) buried 
Q2603533,Felix Manalo,P20,where did felix manalo die
Q176113,Per Jacobsson,P20,Where did per jacobsson die
Q5129104,Claudemir Ferreira da Silva,P413,claudemir ferreira da silva plays what position
Q6045035,John E Peterson,P106,What line of work is john e peterson in
Q2194250,Penkridge,R19,which adam was born in penkridge
Q964137,Ervin Laszlo,P19,Where was Ervin Laszlo born 
Q6688761,Louise Goffin,P21,is louise goffin male or female
Q229383,Sirusho,P136,what kind of music does sirusho make
Q1970615,Robert Toombs,R138,what something that named after robert toombs
Q7312654,Renato M E Sabbatini,P27,What nationality does renato me sabbatini have
Q5318158,Dwight Garner,P413,which position does dwight garner play
Q8015780,William Moore Benidickson,P106,What profession does william moore benidickson have
Q14951436,Patrick Afif,P19,which city was patrick afif born
Q16839573,Golden Youth,P136,what genre is golden youth categorized as
Q648176,Girlfriend,P495,Which country did the film girlfriend come from
Q485927,Cecil Payne,P1303,what instruments does cecil payne play
Q1062923,Whitechapel murders,P276,where did the whitechapel murders take place
Q2005135,The Weapon Shops of Isher,P50,who wrote the weapon shops of isher
Q3956185,Sergio Mendizabal,P19,Where was sergio mendizabal birthed
Q3609266,Aldo Moro - Il presidente,P364,what language is spoken in aldo moro - il presidente
Q2020244,Swamp Women,P364,Which language is the film swamp women ibn
Q2338318,Tai-Pan,P136,What genre is the film tai-pan considered to be
Q1338416,Emmanuel Robles,P27,what country is emmanuel robles a citizen of
Q4929450,Blue Moon,P364,What language was blue moon filmed in
Q11606362,Kizuna,P364,What language in the film Kizuna filmed in
Q7717536,The Big Bounce,P50,What author wrote the big bounce
Q192825,Diniyar Bilyaletdinov,P413,What soccer position does diniyar bilyaletdinov play
Q2399061,Mohamed Talaat,P413,what position does mohamed talaat play 
Q1967070,Svetlana Surganova,P19,Where was svetlana surganova born
Q51581,Howard Hawks,R58,what one film that howard hawks helped write
Q4912921,Billy Lynn,P413,what position is billy lynn in football
Q982690,Ennio De Giorgi,P20,where did ennio de giorgi die
Q6436183,Krasimir Krastev,P413,What soccer position does krasimir krastev play
Q143410,Elsa Albani,P20,what was elsa albani place of death
Q5291414,Don't Answer the Phone,P136,what type of movie was the netflix title  dont answer the phone
Q33999,actor,R106,Name an actor
Q7756088,The Paranoia Complex,P123,Who was the publisher of the computer game the paranoia complex
Q937113,Entertaining Mr Sloane,P50,who authored entertaining mr sloane
Q943494,Another You,P272,which company produced another you
Q5976056,Mark Redman,P413,what position does mark redman play
Q11299,Manhattan,R19,Name someone who was born in manhattan
Q285536,Imelda Marcos,R40,Who is a parent of imelda marcos
Q5339420,Edmund Drake-Brockman,P607,what war was edmund drake-brockman in
Q147778,liver cirrhosis,R509,What soccer player died from cirrhosis
Q251818,Georges Auric,R86,what movie is contributed by georges auric
Q37073,pop music,R136,What is the title of Freda Payne pop music album
Q174479,David Darling,R86,which 1990 french film did david darling (musician) provide the music for
Q4096115,Richard Shaw Brown,P136,richard shaw brown performs what type of music
Q320938,Jakub Ficenec,P19,where was  jakub ficenec born
Q981851,Harry Clarke,P20,harry clarke  passed away where
Q6733529,Mahatma Phule,P136,what kind of movie is mahatma phule
Q6266088,Johnnie Johnston,P19,which US city was johnny johnston born in
Q332379,It All Relative,P495,where did its all relative originate
Q54111,Neoclassical architecture,R149,whats an example of a  neoclassical architecture structure
Q161900,Misko Kranjec,P20,what was misko kranjec place of death
Q1195785,Paul Arthurs,P136,What genre of music is paul arthurs classified as
Q6281419,Joseph Beckham,P21,which gender does joseph beckham belong to
Q7786973,Thomas Albert Andrew Becker,P140,What religion does thomas albert andrew becker follow
Q93204,documentary film,R136,what is the name of a documentary film on Animal Planet
Q2070866,Beautiful Ohio,P57,who was beautiful ohio directed by
Q5073156,Sandra Nashaat,P27,which nationality is sandra nashaat associated with
Q680755,5847 Wakiya,P196,What type of asteroid group is the asteroid 5847 wakiya in
Q4636473,3 Bats Live,P175,What artist produced the album 3 bats live
Q4376535,Fools of Fortune,P136,what kind of film is fools of fortune titled in netflix
Q4096168,Richard Brush,P413,What position does richard brush play
Q2055886,Days of Glory,P495,Where does the film days of glory originate from
Q5503634,Frieda,P58,what story is produced by frieda (film)
Q3337836,Neil Murray,P413,what is the football position of  neil murray
Q3950382,Saranac River,P403,what is the mouth of saranac river
Q2074119,Jean-Francois Bayard,P27,which european nation does jean-francois bayard belong to
Q161652,Japanese people,R172,Who was of japanese ethnicity
Q842256,musical film,R136,What an example of a musical film
Q3282814,The Shielding Shadow,P136,what genre of film is the shielding shadow
Q444988,Juliet Mills,R40,Who is juliet mills mom
Q1142296,The Zutons,R175,Name an album by thezutons
Q15696137,Kovelamudi Surya Prakash Rao,P106,What profession does Kovelamudi Surya Prakash Rao have
Q5091001,Chen Zhongwei,P27,what is the nationality of chen zhongwei
Q235918,Mabel Normand,R57,what film did mabel normand direct
Q1758804,co-op mode,R404,Name a game that contains a cooperative mode
Q657652,Barbie as the Island Princess,P364,what is the language of the movie  barbie as the island princess
Q1087915,20582 Reichenbach,P31,what kind of celestial object is 20582 reichenbach
Q6581097,male,R21,name a male character
Q54860,Walt Disney Records,R264,Who is an artist on the walt disney records label
Q6646220,Psihomodo Pop,P136,What music genre does psihomodo pop fall under
Q4963082,Brian Bedol,R1431,which films have brian bedol produced
Q3620981,Scandal in Black,P364,what language is blind date in
Q2668503,Dock Junction,P131,what county is dock junction a part of
Q970264,Neversoft,R178,What a game developed by neversoft
Q7164413,Penny Paradise,P57,Who directed penny paradise
Q5407315,Eugene Goossen,P21,Is eugene goossen male or female
Q740159,Sabaton,P136,what is sabaton style of music 
Q1361205,Chinchow Operation,P276,where in china did jinzhou operation took place in
Q199580,Central Greece Region,P150,which is an administrative area of central greece
Q5696873,Hector Munro 8th of Novar,P20,where did hector munro 8th of novar pass away 
Q3264078,The Messenger,P136,what type of game is the messenger
Q6746572,Manabu Nakanishi,P19,where was the birth place of manabu nakanishi
Q87912,Thomas Hengelbrock,P27,what is the nationality of thomas hengelbrock
Q908,Rostov-on-Don,R19,Name a actress born in rostov-on-don
Q143342,176 Iduna,P31,What is 176 iduna a type of
Q4865911,Barun Sengupta,P27,which nationality does barun sengupta belong to
Q14683954,Shasta Lake,P17,what country is shasta lake in
Q7849906,Tsuboi Kozo,P509,what was tsuboi kozo cause of death
Q903735,breakcore,R136,what artists perform breakcore music
Q505848,Marathon County,R131,what is a city located in marathon county
Q178180,Orduspor,P641,what sport does orduspor play
Q5526638,Gass,P136,what genre of music is gass
Q2081380,William & Catherine: A Royal Romance,P364,What is a language of the film william & catherine: a royal romance
Q5048869,Casino Night,P155,what was an episode of casino night
Q6932989,Muhannad Naim,P413,which soccer position does muhannad naim play
Q2622447,14593 Everett,P31,What kind of celestial object is 14593 everett
Q256434,Sally Mann,P106,What is sally mann  profession
Q598929,post-punk,R136,which is the name of a british post-punk artist
Q7834,Maggie Simpson,P170,Who created the fictional character maggie simpson
Q2577188,Ettore Mendicino,P19,which city was ettore mendicino born in 
Q7173407,Peter Costigan,P19,where is peter costigan born
Q2302060,Outlaws,P404,what gameplay mode is featured on outlaws
Q6297094,Joy Division,P495,in what country did the film joy division take place
Q178145,gothic metal,R136,what is the name of a gothic metal album
Q563515,Arnulf Rainer,P21,Is arnulf rainer a man or a woman
Q7283094,Ragini,P509,what was ragini cause of death
Q642739,Bayview Bridge,P31,what type of bridge is bayview bridge
Q4933921,Bob Seeley,P27,which country is bob seeley from
Q1756214,The Aquabats,R175,What is an album by  the aquabats
Q5605877,Greg Landry,P413,what position did greg landry play
Q26053,Carlos PenaVega,P264,What label is carlos pena jr signed to
Q2033247,The Story of GI Joe,P136,what genre was the film the story of gi joe
Q932391,Columbus,R19,Who was born in columbus
Q1088838,Bradley Beach,P131,what county is bradley beach new jersey a part of
Q16225873,Remy Hii,P19,where was remy hii place of birth 
Q367032,Alfred Newman,R86,what film had alfred newman as a music contributor
Q10387525,Ryan Semple,P413,what position does ryan semple play 
Q541685,William Alwyn,R86,what film was william alwyn the music contributor of
Q5525027,Gary Epper,P20,where did gary epper pass away
Q7131927,Pants Rowland,P106,What is pants rowland profession
Q5170688,Corinthian Jack,P364,what language is spoken in corinthian jack
Q7564624,SoundRabbit,P136,what is the genre of the artist soundrabbit
Q145,United Kingdom,R17,whats a second level division in  united kingdom
Q4542753,(28113) 1998 SD43,P31,Which type of celestial object is (28113) 1998 sd43
Q37320,Cleveland,R19,Who is the actor born in cleveland ohio
Q7273805,R L Ryan,P27,Where is r l ryan from
Q1603752,Rallisport Challenge,P404,what is the gameplay mode of rallisport challenge
Q220830,surf music,R136,What is the name of a surf music album released in 2003
Q754271,Takoma Park,R19,Who was born in Takoma Park
Q7959574,Waging a Living,P364,what language was used in the film  waging a living
Q250287,Grand Puba,P264,what label is grandpuba signed under
Q571505,Fox and His Friends,P495,which country is the movie fox and his friends from
Q208850,single-player video game,R404,what is the name of a single-player game
Q1469774,On the Beach,P136,of what genre does on the beach belong to
Q7739031,The Haunting,P136,what type of music is the haunting album
Q713235,Jean-Louis Debre,P19,where was jean-louis debre born
Q17002736,The End of the World,P175,who is the author of the end of the world album
Q7768998,The Three Godfathers,P136,What film genre does the three godfathers fall under
Q9365,Dushanbe,R276,what event happens in dushanbe
Q61400,Dieter Dierks,P21,what is the gender of dieter dierks 
Q1237823,Hendrik Martenszoon Sorgh,P21,is hendrik martenszoon sorgh male or female
