entity_id,entity_label,relation_id,Question
Q187913,Robert Knight,P264,which label is robert knight under contract with
Q5460489,Florante at Laura,P136,What genre of book is florante at laura
Q2565823,Randy White,P19,where was randy white born
Q1761,Dublin,R19,Who a parliament member born in dublin
Q6410003,Kimble Anders,P19,where was kimble anders birthplace
Q2116558,TimeSplitters,P136,What type of game is timesplitters considered to be
Q7764003,The Show,P86,who provided the music for the film the show
Q4531870,Sam Andrew,P1303,what music instrument was played by sam andrew
Q1616888,Hey Good Lookin',P364,what language is spoken throughout the majority of hey good lookin
Q324941,Znin,P421,what time zone is in Znin
Q7343322,Robert D Maxwell,P19,Where was robert d maxwell born
Q967283,Luis Alberto Moreno,P106,who is luis alberto moreno
Q109623,Uta Kargel,P21,What gender is uta kargel
Q7325,Jewish people,R172,who is someone that belongs to the  jewish people
Q1753578,Battle of the Bismarck Sea,P710,what was involved with the battle of the bismarck sea
Q7351376,Robert deMaine,P1303,Which instrument does robert demaine play
Q428223,Robert Plant,P136,what genre does robert plant perform in
Q316609,Matthias Wissmann,P27,What country is matthias wissmann from
Q102932,avant-garde,R136,List an avant-garde by John Zorn
Q5107154,Chris Kratt,P21,what is the gender of chris kratt
Q16354637,Oh No It an Alien Invasion,P136,what type of show is oh no its an alien invasion
Q2147006,Revolutionary Ukrainian Party,P1142,what is the political ideology of revolutionary ukrainian party
Q7559364,Some Boots,P136,what kinds of music is some boots
Q29,Spain,R19,who is a movie director born in spain
Q130232,drama film,R136,what is an example of a drama movie
Q3754055,The Other Side,P136,What genre of film is the other side
Q6489959,Larry Blackmon,P136,which style of music is larry blackmon known for playing
Q217226,Tirana International Airport Nene Tereza,P138,Which famous missionary was tirana international airport nene tereza named after
Q3622157,coydog,P105,What is the rank of coydog
Q5302856,Down South,P136,what kind of music is the album down south
Q15631464,Einar Kringlen,P21,is einar kringlen a man or woman
Q7292518,Randy Wiles,P19,where did randy wiles mother give birth
Q7434016,Scipio Moorhead,P172,what ethnicity is scipio moorhead
Q204895,Julio Baptista,P413,what position did julio baptista play 
Q1536626,Vagrant Story,P178,What game developer made vagrant story
Q5112710,Q5112710,P20,where on earth did christopher layer pass away
Q7332096,Ricky Hunley,P413,what position does ricky hunley play in football
Q1045752,Phoenix,P264,which music label is phoenix a part of
Q33999,actor,R106,Name an actor
Q7385538,Ryukyu Underground,P136,what type of music does ryukyu underground make 
Q38981,Vorarlberg,P131,What country controls vorarlberg
Q222052,center,R413,what player plays as a center in basketball
Q1700500,John Hospers,P737,who influenced john hospers
Q645889,Reprise Records,R264,Which Ivy league alumni is signed with reprise records
Q4511777,Iolanda Chen,P27,Where is yu-lan chen from
Q487978,Austin Powers: The Spy Who Shagged Me,P364,what language is spoken in austin powers: the spy who shagged me
Q7751466,The Million-Year Centipede or Liquid Structures,P136,what literary genre is the million-year centipede or liquid structures categorized as
Q8355,violin,R1303,Who is a famous violinist
Q123675,Daniele Mastrogiacomo,P19,which pakistani city was daniele mastrogiacomo born
Q5490181,Frank Wainright,P27,Which country is frank wainright from
Q18594,Sony Interactive Entertainment,R123,Which video game did sony computer entertainment produce in 1996
Q783942,Paul Stamets,R50,what book is written by paul stamets
Q289973,Jane Espenson,R58,which episode of Battlestar Galactica did jane espenson write
Q5336269,Eddie Mair,P27,What is the nationality of eddie mair
Q15441953,You Chung Hong,P172,What ethnicity is you chung hong
Q2214263,21458 Susank,P31,what word describes 21458 susank
Q923780,San Juan Capistrano,R19,who was born in san juan capistrano california
Q343568,action-adventure game,R136,what game is part of the action-adventure game genre
Q2489798,Freedy Johnston,P27,what is freedy johnston nationality
Q6742427,Malcolm Knight,P19,what city was malcolm knight from
Q6928438,Mr Big Stuff,P136,What style of music does mr big stuff play
Q7744391,The Killing of an Egg,P136,what type of film is the killing of an egg
Q5531521,Gene Washington,P413,which position does the football player gene washington play
Q5994,piano,R1303,What Australian musician plays the piano
Q744038,role-playing video game,R136,what game is considered to be role-playing video game
Q931165,Clueless,P344,Who was the cinematographer for the film clueless (film)
Q1063332,Charles Alphonse Pantaleon Pelletier,P27,Where is charles alphonse pantaleon pelletier from
Q6607,guitar,R1303,who played the guitar
Q204751,Anthony Kiedis,P1303,what instrument did anthony kiedis play 
Q1724922,Larry Ridley,P19,where in the united states was larry ridley born
Q7751901,The Moffats,P364,What is the original language of the moffats
Q436433,Milton Young,P21,what is the gender of milton young
Q6192284,Jigarwala,P364,what language was spoken in the film  jigarwala
Q4545568,03,P136,what kind of music does 03 play
Q7400497,Sainik,P136,What kind of film is sainik
Q1028284,Groundation,R175,which album did groundation make
Q5519310,Galpa Holeo Satyi,P58,who wrote the story for the film galpa holeo satyi
Q1550581,Self Control,P86,who composed self control (song)
Q1196408,historical fiction,R136,What is the name of a historical fiction film
Q80398,Pericles,P607,which conflict did pericles participate in
Q4632918,29 Vulpeculae,P31,what category is the 29 vulpeculae in
Q6070937,Irish Luck,P58,who wrote the movie irish luck
Q1266007,Bob Black,P737,who was the influencer of bob black
Q92712,David C Evans,P21,what gender is david c evans
Q54051,Wladyslaw II the Exile,P53,what is a royal line of wladyslaw ii the exile
Q1206885,Devin Bowen,P21,what is  devin bowens gender
Q7077738,Sings Ballads and Blues,P175,Who recorded the album odetta sings ballads and blues
Q477593,The Shepherd: Border Patrol,P136,what genre is the shepherd: border patrol
Q1708537,Wanderlust,P162,who produced wanderlust
Q3156600,J'ai quelque chose a vous dire,P495,which country was j'ai quelque chose a vous dire portrayed in
Q7721274,The Captain Paradise,P364,what type of language is the captains paradise in
Q7679406,Tales of the Sands,P136,in what genre is the album tales of the sands
Q170539,parody,R136,What an example of a parody game
Q2402219,Zeta Canis Minoris,P31,What kind of celestial object is zeta canis minoris
Q83270,hard rock,R136,what are hard rock albums
Q5552563,Gerrit Cole,P19,which city in Orange County was gerrit cole born
Q2242704,Put Your Head on My Shoulder,P86,Who wrote put your head on my shoulder
Q7750363,The Mark of the Horse Lord,P136,What is the genre of the book the mark of the horse lord
Q6895044,multiplayer video game,R404,What is a game with multiplayer gameplay
Q5596702,Grantville Gazette II,P50,who wrote grantville gazette ii
Q3806638,James Lang,P21,what is james lang gender
Q729018,William Wyatt Bibb,P19,which county is william wyatt bibb from
Q3028299,Diners Drive-Ins and Dives,P364,what language is spoken on diners drive-ins and dives
Q5472705,Fortress,P364,What language is fortress in
Q377526,James Brice,P20,where did james brice pass away
Q23826,Extras,P136,which comedy genre does extras (tv series) fall into
Q636684,Florissant,R19,Who was born in florissant
Q138215,1341 Edmee,P31,What is 1341 edmee
Q11629,art of painting,P170,who was an artist that created paintings
Q701244,Wolfgang Feiersinger,P413,which position in football did wolfgang feiersinger play in
Q5574723,Go Back To Where You Came From,P136,what is go back to where you came from
Q174341,Iskenderun,R19,who is a basketball player born in alexandretta
Q3207422,The Grasshopper and the Ants,P136,What kind of film is the grasshopper and the ants
Q308999,Battle of Leyte Gulf,P276,Where did the battle of leyte gulf take place
Q5541015,George J Peters,P27,which country is george j peters from 
Q3635066,Barnes & Barnes,P264,which album is created by barnes & barnes
Q3080156,Fousseyni Cisse,P413,which position did fousseyni cisse play on the football pitch
Q8686,Shanghai,R19,who is someone born in shanghai
Q45981,rhythm and blues,R136,whos a known rhythm and blues artist
Q369190,Frank Borzage,R57,what a film that frank borzage directed
Q298794,A Touch of Class,P136,what music style is a touch of class
Q494789,Christmas in August,P136,What genre of film does christmas in august exemplify
Q183387,Columbia Records,R264,Who is an artist signed to columbia records
Q5902204,Horace Twiss,P19,where was horace twiss born
Q686084,Marcel Deat,P172,what ethnicity is marcel deat
Q1849933,Sheikh Mansur,P21,what is the gender of sheikh mansur
Q23056,Leave the World Behind,P175,What artist released the album
Q4126138,Resurrection,P58,Who wrote the story used in the film resurrection
Q16186779,Brian Malouf,P21,What is brian malouf gender
Q606777,maze,R136,Name a maze game
Q528170,13845 Jillburnett,P31,what is the classification of 13845 jillburnett
Q2820242,Abbas Tyrewala,R58,abbas tyrewala contributed story credits to what movie
Q83440,country music,R136,what is a country music album
Q951587,Never Let Me Go,P364,What language is the book never let me go in
Q7617066,Still Inside,P136,what kind of musical style is still inside
Q361352,Mehmet Aurelio,P413,Which position does mehmet aurelio play
Q560661,Arjan Beqaj,P19,where was arjan beqaj place of birth 
Q49084,short story,R136,which book is in the short story literary genre
Q215572,Felix Nussbaum,P20,where did felix nussbaum die
Q6774811,Yoo In-young,P27,yoo in-young has citizenship in what country
Q3148941,Imajica,P136,what kind of book is imajica 
Q181557,Kaohsiung,R19,What Taiwanese singer was born in kaohsiung
Q3037320,Dose,P136,what is the genre of the album dose
Q14762987,Q14762987,P136,What kind of album is cowboy in sweden
Q952813,Thomas Blamey,P607,what war did thomas blamey participate in
Q390299,The Fan,P58,which male american writer wrote the film story for the fan
Q742343,Joe LaBarbera,P1303,What an instrument that joe labarbera plays
Q4698720,Airil Rizman,P19,What country was Airil Rizman born in
Q185194,Vulpes,R171,What is a classification under vulpes
Q7175745,Peter McCardle,P21,is peter mccardle a man or a woman
Q940763,Mamadou Diallo,P21,What sex is mamadou diallo
Q5296302,Donna Andrews,P27,what nationality is donna andrews
Q140003,1495 Helsinki,P31,What kind of celestial object is 1495 helsinki
Q6721313,Maayavi,P136,what kind of film is maayavi 
Q4780847,Appalachian Incantation,P136,which genre is associated with appalachian incantation
Q979182,Amy Sene,P27,what is the nationality of amy sene
Q7324856,Richard Conlin,R58,What film did richard conlin author
Q6889257,Modesty Blaise,P136,what genre is modesty blaise
Q7762440,The Scarlet Letter,P136,is the scarlet letter a comedy or period piece
Q391452,Ball of Fire,P136,what type of film is ball of fire
Q6769074,Mark O'Hara,P413,what position does mark ohara play in football
Q5701780,Helen Abbott Michael,P19,where was helen abbott michael born
Q3282637,film producer,R106,who is a film producer
Q8341,jazz,R136,Name a modern jazz singer
Q7759667,The Real World: Los Angeles,P179,what series is the real world - season 2 from 
Q7762426,The Scarlet Horseman,P57,who directed the movie the scarlet horseman
Q2557445,When Angels & Serpents Dance,P136,what kind of music is when angels & serpents dance
Q2114708,Joseph Francis Flannelly,P20,what city in new york did joseph francis flannelly die
Q16225648,Q16225648,P21,is dale white female or male
Q14798167,Rich Man Poor Man,P495,what country was rich man poor man filmed in
Q925405,Alexandre Kirillov,P19,where is the place of birth of alexandre kirillov
Q2569421,Live in Phoenix,P136,is **** live in phoenix pop rock or classical
Q497155,Touchstone Pictures,R272,What a film produced by touchstone pictures
Q289130,The Last Battle,P136,what book genre is the last battle
Q3622528,Arianna Bergamaschi,P136,what kind of music does arianna perform
Q784444,G-Force,P272,What production company put out g-force (film)
Q6450333,Kwesachu Mixtape Vol1,P136,What kind of music is featured in the kwesachu mixtape vol1 album
Q648,Lille,R19,Who was born in lille
Q6227367,John Cowans,P509,what was the cause of john cowans' death
Q262314,Chris Rea,R175,Name an album released by chris rea
Q505712,Gremlins 2: The New Batch,P136,what genre is gremlins 2
Q11963921,Clody Bertola,P20,where in romania is clody berthola place of death
Q6985722,Necroscope V: Deadspawn,P136,What genre is necroscope v: deadspawn
Q7168625,historical drama,R136,which period piece film starred matt damon
Q1058003,Bille Woodruff,R57,which film did bille woodruff direct
Q319020,Elah,R40,Who is a parent of king elah
Q768067,Ma Zengyu,P27,Which country is ma zengyu from
Q4383533,A Kiss Before Dying,P50,who authored a kiss before dying
Q16951911,Mickey Finn T-Rex,P136,what kind of rock is on mickey finn t-rex
Q12283505,Konstantin,P19,where was the place of birth of constantine
Q94882,Emir Kusturica,R58,what is a film that emir kusturica wrote
Q874342,interactive television,R136,what tv show is a  interactive television genre
Q3859276,Espionage,P136,What is the subject of the show espionage
Q7365910,Ronnie Le Drew,P27,What country is ronnie le drew from
Q379548,Peabo Bryson,P264,what record label does peabo bryson work under
Q7596796,Stage Fright,P1431,Who was the executive producer for the film stage fright
Q3134980,Mountain Time Zone,R421,state a city in the mountain time zone 
Q4889048,Benjamin Munson,P20,in what united states city did benjamin munson die
Q5691507,Heap Big Hepcat,P495,what country is the film heap big hepcat from
Q1991931,Plainview,P131,what county is plainview in
Q553533,John Bell Hood,P607,Which conflict did john bell hood participate in
Q559417,A Letter to Momo,P136,which type of film is a letter to momo in
Q678846,8275 Inca,P31,what kind of object is 8275 inca
Q948751,Michael Papajohn,R1431,What a film that michael papajohn was an executive producer of
Q4080629,Poor Poor Paul,P136,Which netflix genre is poor poor pavel found under
Q10855844,Kim Seung-jun,P19,Where was kim seung-jun place of birth
Q722042,Master P,R1431,what film did master p produce 
Q6691694,Love and Summer,P364,what language was love and summer written in
Q524272,South-East Asian theater of World War II,P276,Where is the location of the southeast asian theatre of world war ii
Q356986,Levon Helm,P136,what is the genre of levon helm
Q23556,Atlanta,R19,What american politician was born in atlanta
Q72096,Chet Atkins,R175,What is the name of one of chet atkins albums
Q16845542,Humpty Dumpty LSD,P136,What is the music genre of the album humpty dumpty lsd
Q212872,Alcaeus of Mytilene,P19,where was alcaeus of mytilene born
Q34248,Camila Giorgi,P27,which country is camila giorgi from
Q7372161,Rowland Lockey,P21,What is the gender of rowland lockey
Q455880,Suge Knight,P27,which country is suge knight affiliated with
Q291796,China Eastern Airlines,P113,what a major hub for china eastern airlines
Q7738099,The Greed of William Hart,P136,what netflix genre is the greed of william hart located
Q7617145,Still Smokin,P495,what country was still smokin released in
Q12078,cancer,R509,who was a person who died from cancer
Q516541,Nina Di Majo,P19,where was nina di majo born
Q4696457,Ahi vamos,P136,What genre is the album ahi vamos
Q7783400,These Our Actors,P136,what kind of book is these our actors
Q7245,Mark Twain,P27,what is the country of mark twain nationality
Q7166226,Pepe Martinez,P27,where is pepe martinez from
Q886987,Prithvi of Nepal,P40,Who is prithvi of nepal child
Q1791984,Masao Kume,P737,what Japanese writer influenced masao kume 
Q858582,Q858582,P19,what city and state was carlos diaz born
Q4657152,John Herndon,P136,what type of music does a grape dope make
Q4924523,Jam Films,P136,to which genre does the film jam films belong
Q4830453,business,R136,which business film is released in 1999 
Q851213,electronic dance music,R136,What album is an example of electronic dance music
Q1062852,13964 La Billardiere,P65,In which observatory was 13964 la billardiere discovered
Q4943488,Boomerang,P136,What type of album is boomerang
Q956072,San Diego Stadium,P421,what time zone is qualcomm stadium in
Q43343,folk music,R136,What a folk music artist
Q947873,television presenter,R106,who is a japanese tv personality married to Takeya Nakamura
Q104814,Aliens,P58,who wrote the story for aliens (film)
Q1356905,Hirofumi Fukuzawa,P27,What is hirofumi fukuzawa nationality
Q2988829,George Calinescu,P20,where did george calinescu die
Q2738310,Yu-Gi-Oh The Falsebound Kingdom,P136,What kind of game is yu-gi-oh the falsebound kingdom
Q3187993,Judith Crist,P21,What is the gender of judith crist
Q5043441,Carmen Carrera,P21,what is the gender of carmen carrera
Q7267278,Qazi Anwar Hussain,P27,what nationality is qazi anwar hussain
Q43343,folk music,R136,what album is folk music
Q525,Sun,P398,Name a celestial object that orbits the sun
Q6412219,King of Clubs,P123,who is the publisher of king of clubs
Q5500078,Free Somehow,P136,Which genre of music is on the album free somehow
Q5291493,Don't Burn,P136,What netflix genre is don't burn a part of
Q7909076,Val Butnaru,P140,Which religion does val butnaru practice
Q1754,Stockholm,P421,what time zone is stockholm situated in
Q7173408,Peter Cotes,P20,where did peter cotes die
Q7170789,Pert Kelton,P509,what was pert kelton cause of death
Q4944992,Borf,P21,What is the gender of borf
Q203219,Boris Karloff,P20,Where did boris karloff die
Q668,India,R19,who is a person that was born in  india
Q645928,biographical film,R136,what is the tittle of the biographical film directed by Tian Zhuangzhuan
Q6397103,Kevin Novak,P19,Where in california was kevin novak born
Q513058,Janos Teleszky,P106,What is janos teleszky profession
Q5428062,Fabric 14,P136,fabric 14: stacey pullen is what type of music
Q1048902,pitcher,R413,who is a japanese pitcher
Q7336,Otto Heinrich Frank,P172,what ethnicity is otto frank
Q69349,Lothar Spath,P19,what is the place of birth of lothar spath
Q313699,Bill Ward,R175,What an album from bill ward
Q495702,Balthasar Russow,P20,where did balthasar russow start to climb the stairway to heaven
Q689542,True Love,P407,what language is used in the composition true love
Q101714,Anita Tack,P21,which gender is anita tack
Q220730,The Killers,R175,what one of the killers albums
Q1190409,Jordan Francis,P136,what music genre is jordan francis known for
Q650980,Robert Bourassa,P172,what is robert bourassa ethnicity
Q3269223,Lydia Yeamans Titus,P21,What lydia yeamans titus gender
Q3276755,Camille,P162,who was the producer on camille
Q137364,J H Hobart Ward,P607,which conflicts was j h hobart ward involved in
Q12302518,Afghan Civil War,P710,what countries have been involved in the civil war in afghanistan
Q69246,Paul Emil Flechsig,P20,where did paul flechsig check out
Q18407,La Dolce Vita,P162,who produced la dolce vita
Q1054574,romance film,R136,Name a romance film
Q5896159,Honinbo Dochi,P21,What gender is honinbo dochi
Q828322,platform game,R136,what is a famous platform game 
Q780944,Austin,R19,which guitarist was born in austin
Q18238320,Babe,P364,What language is babe written in
Q13530018,Closer to the Truth,P175,who is the artist behind closer to the truth
Q122935,Andre Reymond,P19,What is Andre Reymond place of birth
Q7757920,The Power Out,P136,What is the genre of the album the power out
Q1744,Madonna,R676,what is a song by Madonna from her 2000 studio album
Q472055,strategy video game,R136,What an example of a strategy video game
Q3531340,Tommy Mandel,P136,what type of music is tommy mandel known to play
Q6327799,KDFI,P1408,What area is served by kdfi
Q6139084,Preparedness Day Bombing,P276,where did the preparedness day bombing event happen
Q7497413,Shiner,P136,what type of film is the shiner movie
Q16218086,Love Steaks,P364,what language is spoken in love steaks
Q2845181,Analog Bubblebath Vol 2,P136,What genre of music is analog bubblebath volume 2
Q8054908,Yonder,P50,who is the author of yonder
Q857437,Calenture,P136,What genre of music is calenture
Q510808,Ron Mueck,P19,What is the location of ron mueck birth
Q52954,keyboard instrument,R1303,who knows how to play the keyboard
Q541554,Mark Damon,R162,what film did mark damon produce
Q11814169,Pawel Komorowski,P20,What city is Pawel Komorowski place of death
Q65,Los Angeles,R19,what the name of a linebacker who was born in los angeles
Q7577213,Spike Shannon,P20,which city did spike shannon die
Q1408094,Swing,P136,what genre is the film swing
Q24925,science fiction,R136,what program is science fiction
Q8859877,On a Clear Night,P136,what kind of music is played on on a clear night
Q460464,Piet Steenbergen,P27,what is the nationality of piet steenbergen
Q7838458,Trent Smith,P413,what position does trent smith have
Q661103,Alphabeat,P264,What label is alphabeat affiliated with
Q369493,Timothy O Howe,P20,where did timothy o howe die in the united states
Q723562,Peter II Count of Savoy,P53,Which house was peter ii count of savoy from
Q434585,Mike Judge,R162,what movie did mike judge produce
Q218950,Prince Caspian,P50,Who authored prince caspian
Q367032,Alfred Newman,R86,what film was alfred newman a music contributor for
Q6963222,Nandhavana Theru,P136,what is the netflix genre of the title nandhavana theru
Q336286,defender,R413,Name a defensive player in European football
Q44112,Cyrene,R19,who was born in cyrene
Q3304210,Omega2 Aquilae,P59,Which constellation can the star omega2 aquilae be found in
Q5364761,Ellen Biddle Shipman,P21,what is the gender of ellen biddle shipman
Q316930,dance music,R136,what artist is dance music
Q579507,The Kingdom of this World,P50,who was the author of the kingdom of this world
Q563057,Charlie Rich,P264,what is the label that charlie rich is under
Q1124998,Giessenlanden,P17,What country is giessenlanden a part of
Q130232,drama film,R136,Name a drama film
Q182015,thriller,R136,What is a title found within the netflix genre thriller (genre)
Q1546001,Stax Records,R264,who is a musician signed with stax records
Q8016752,William Penn Charter School,P112,who founded william penn charter school
Q3183685,Jordan Derwin,P20,what is the place of death of jordan derwin
Q1632283,Judex,P57,Who directed the film judex
Q1412835,HD 167042,P31,what is the common name for hd 167042
Q2070104,Gerardus Johannes Berenschot,P607,which historical conflict did gerardus johannes berenschot participate in
Q5300774,Doug Naylor,R58,which tv episode is written by doug naylor
Q7562118,Sonny T,P21,What is sonny t gender
Q4040472,Headin' Down into the Mystery Below,P175,which artist released headin down into the mystery below
Q360698,Bjorn Anklev,P413,What position does bjorn anklev play
Q2675288,Counsellor at Law,P364,Which language is spoken in counsellor at law 
Q5277603,Dimitris Mpogris,P20,What city did dimitrios mpogris die in
Q369822,Moodymann,P136,what classification of music is moodymann
Q16267601,WRC II Extreme,P136,What genre is the game wrc ii extreme in
Q253916,Colleen Dewhurst,P20,where did colleen dewhurst die
Q629076,Greyfriars Bobby,P1431,which company produced greyfriars bobby
Q16017600,Paris Theodore,P27,Where is paris theodore from
Q280658,forward,R413,Who plays forward for serie a club torino
Q7736329,The Ghost of Slumber Mountain,P136,what type of film is the ghost of slumber mountain
Q181754,heart failure,R509,Name someone who dies of heart failure
Q4797951,Arthur Batten-Pooll,P607,what conflict did  arthur batten-pooll participate in
Q6943679,Mutant Herd,P123,Who is the publisher for mutant herd
Q2179928,Taylor Springs,P131,Which county is taylor springs found
Q1632041,25669 Kristinrose,P31,what category does 25669 kristinrose fall under
Q305064,6419 Susono,P397,what does the 6419 susono orbit
Q150,French,R136,what is a movie in the netflix group french language
Q1897548,Spring Subway,P136,what film genre is spring subway
Q5652262,Happiest Nuclear Winter,P136,What sort of music is featured on happiest nuclear winter
Q8075940,Zyon Cavalera,P136,what kind of music does  zyon cavalera make
Q3183873,Jorge Rinaldi,P19,What is the place of birth of Jorge Rinaldi
Q1563217,HD 183263,P59,Which constellation is hd 183263 a part of
Q223685,steampunk,R136,what is a steampunk novel 
Q1026552,Caleb Ross,P19,Where in new zealand was caleb ross born
Q5554897,Geva Alon,P136,What type of music is made by geva alon
Q27141,Clupeidae,P105,what organism classification is clupeidae 
Q6551877,Linda Otto,P20,where in california did  linda otto die
Q189045,Britpop,R136,what is the name of a britpop composer 
Q750337,Moving,P495,Which country is the film moving from
Q7723382,The Cliffhanger: Edward Randy,P123,who developed the cliffhanger: edward randy 
Q7759486,The Rattlesnake Aces,P136,What is the genre of music made by the rattlesnake aces
Q5366496,Elmer Brown,P20,What is the place of death of elmer brown
Q56093,Blake Edwards,R58,which film did the writer blake edwards do
Q42884,Germans,R172,what is the name of a person of german ethnicity
Q179200,Metro-Goldwyn-Mayer,R272,which 1939 film was produced by metro-goldwyn-mayer
Q4818929,Au-dela des lois humaines,P495,what country is au-dela des lois humaines from
Q4684312,Adolph Bernard Spreckels,P27,which country does adolph b spreckels belong to
Q6607,guitar,R1303,Which instrumentalist plays guitar
Q2620241,No,P364,What is a language of the film no
Q3842259,Du Barry Woman of Passion,P136,what genre of film is du barry woman of passion in
Q5350253,Ek Tho Chance,P162,who was the producer for ek tho chance
Q354525,Dinner for Adele,P495,which country does the film dinner for adele come from
Q3720922,El Greco,P495,what country is el greco filmed in 
Q2683571,Battle of Lookout Mountain,P710,Where did battle of lookout mountain took place in
Q2016469,72060 Hohhot,P397,which celestial body does 72060 hohhot orbit
Q1305608,Leslie Bricusse,R175,whats the title of an album by leslie bricusse
Q1679891,James A Frear,P119,in which place is james a frear buried
Q336286,defender,R413,what player played the defender position
Q83270,hard rock,R136,what album is am example of hard rock
Q5444682,Fernando Domingos de Moura,P413,What position does footballer fernando domingos de moura play
Q270948,action game,R136,what is an action game
Q177826,clergy,R106,Who of not is from the clergy
Q734512,bronchopneumonia,R509,Name someone who died from bronchopneumonia
Q12273848,24/Seven,P136,What style of music is the album 24/seven
Q3246684,Three billion without elevator,P364,Which language is the film trois milliards sans ascenseur in
Q14981139,Dragon Seed,P50,who is the writer of dragon seed
Q16567311,Jive Junction,P364,what language is spoken in jive junction
Q233959,Belinda Carlisle,P136,What sort of music does belinda carlisle perform
Q1049641,Castleknock,R19,who was born in castleknock
Q6675187,Look to the Lady,P136,what type of book is look to the lady
Q7975772,Way Down South,P136,What category of film does way down south fall under
Q2964586,Chouga,P364,What language is in the film chouga
Q10393439,Wet Blanket Policy,P86,Who was in charge of the music for wet blanket policy
Q7191168,Picture Perfect,P136,what style of music is picture perfect
Q3644513,Brian Tatler,P1303,what instrument can brian tatler play
Q1180905,Deadfall,P364,What langauge is deadfall in
Q16832134,Ellen Woglom,P21,What gender is ellen woglom
Q6759054,Marg Osburne,P21,which gender does marg osburne identify with
Q4761888,Ang Utol Kong Hoodlum,P495,Where did the tv show ang utol kong hoodlum originate
Q72925,She the Man,P272,what is the production company of the film shes the man
Q7335922,Rise Up with Fists,P175,what artist made the album rise up with fists
Q203101,Don't Make Waves,P162,who was the producer of the dont make waves film
Q738526,Closely Watched Trains,P495,In what nation does closely watched trains take place
Q154129,Gamma Ray,R175,What is the name of an album by gamma ray
Q4896454,Bessie Anderson Stanley,P27,What is the nationality of bessie anderson stanley
Q187189,time in China,R421,what is located in the china standard time
Q16007719,Gil Turner,P136,is gil turner folk music or hard rock
Q1061510,Egyptians,R172,who is an egyptian playwright
Q5338031,Edie Parker,P21,what is the gender of edie parker
Q183504,indie rock,R136,what artist performs indie rock
Q3473092,Verses of Love,P1040,Who edited ayat-ayat cinta
Q6620506,Vinnie Hornsby,P1303,what instrument does vince hornsby play
Q7934292,Virginia Harned,P20,Which city did virginia harned die in
Q6810448,Meiyang Chang,P21,is meiyang chang male or female
Q3352481,Uncle Janco,P364,what are some of the languages spoken in the film uncle yanco
Q168800,anaphylaxis,R509,who died of anaphylaxis
Q8341,jazz,R136,what is the name of an artist that creates  jazz music
Q5527922,Gauthier Mahoto,P21,which biological sex is gauthier mahoto
Q6581097,male,R21,What is the name of male character
Q526518,Mihail Sadoveanu,P737,Who was mihail sadoveanu influenced by
Q275402,Sam Raimi,R58,What is a film that was written by sam raimi
Q375055,Benmont Tench,P1303,What an instrument that benmont tench can play
Q3784919,Henry Cosby,R676,what song did henry cosby write the lyrics to 
Q4832748,Azizi Matt Rose,P413,what football position does azizi matt rose play at
Q13863,Negros Oriental,R19,who was born in negros oriental
Q592200,Frederick Boland,P20,what city did frederick boland pass away in
Q932829,Zakir Naik,P737,Who influenced Zakir Naik
Q1122945,Tibor Kallay,P19,Where was tibor kallay born
Q3299716,Matthew Good Band,P264,WHat label is matthew good band signed to
Q1048902,pitcher,R413,Who is a baseball pitcher 
Q4727526,Alix Strachey,P19,Where was alix strachey born
Q446612,How the Grinch Stole Christmas,P50,which author wrote how the grinch stole christmas
Q1953427,Muqadar Qazizadah,P27,which nation does muqadar qazizadah come from
Q614667,Tyrell Biggs,P172,what is tyrell biggs ethnicity
Q1640319,experimental music,R136,Name an experimental music album
Q496920,Pollina,P421,which time zone contains pollina
Q1304716,A Child Called Jesus,P495,What country did the film a child called jesus come from
Q49085,African Americans,R172,Name an african american musician from Oklahoma
Q5525212,Gary Harrell,P27,where is gary harrell from
Q43727,Leo XII,P140,what is pope leo xii religion
Q6486678,Language Says It All,P364,what language is language says it all in
Q209137,post-rock,R136,what album is from the post-rock genre
Q5645443,Hamlet,P136,The tv show hamlet is in which genre
Q208850,single-player video game,R404,What a video game with single-player
Q506898,Serpent Mage,P136,What genre of book is serpent mage
Q251630,Holland Park,R19,Who is a notable person that was born in holland park
Q12858408,Guns and Roses -- Ik Junoon,P57,who is the director of the guns and roses -- ik junoon movie
Q2807,Madrid,R19,Name an actress who was born in madrid
Q183862,metalcore,R136,who is a  metalcore  artist
Q16017696,Alan Black,P19,Where was alan black born
Q5129177,Claudia Gonson,P1303,What instrument does claudia gonson play
Q7422544,Sarah Louise Delany,P172,what ethnicity is sarah louise delany
Q272517,Kasabian,R175,what album is by kasabian
Q7330038,Richard Winer,P19,Which country was richard winer born in
Q736766,Wolfmother,R676,what is the name of a song written by wolfmother
Q216364,Epic Records,R264,Who released the record label epic records
Q467565,America Most Wanted,P364,what is the original language of america most wanted
Q6840202,Microsoft Research Asia,P112,who founded the organization microsoft research asia
Q574192,Greenville,R19,Who was born in greenville south carolina
Q742808,La Folie,R19,Who a chemist born in la folie
Q183387,Columbia Records,R264,Name an artist under Columbia Records 
Q612930,Veljko Paunovic,P413,what was veljko paunovic position
Q1048041,Paul D Harkins,P21,What is paul d harkins gender
Q6193269,Jim & Jennie and the Pinetops,P136,What kind of music does jim and jennie and the pinetops sing
